GeneA,GeneB
LPAR3,CYBRD1
LPAR3,RELL2
RHOC,FGD3
KPNA6,ANP32E
RAMP2,SCT
RAMP2,PTHLH
RAMP2,PTH
HNRNPH2,NUDT16L1
NUP160,CTDSPL2
ALCAM,TSPAN15
EPHB2,TSPAN15
CYP24A1,NDUFS7
GPR151,TSPAN15
MCM6,SOX4
TSPAN15,NAT14
TSPAN15,PIGG
TSPAN15,MFSD8
MYO5C,ARHGAP11A
ZFPL1,ATP5MF
PKN3,HAUS6
DSG1,USP1
AGTR1,OAZ1
NMRAL1,TWF1
TUBGCP2,TMEM126A
STT3A,HAUS2
AQP2,MUC1
ZMPSTE24,CENPH
TRIM42,TRAPPC2
ELAVL2,PUM2
PFDN5,MYOZ1
CCR5,CCL2
CLU,ELN
SMIM3,CD79A
SPATA5,PFDN5
CHMP7,NUP58
ATP6V1E1,TFRC
NSDHL,TMEM216
NIT1,C17orf80
FHOD1,PPIB
OSBPL6,NUP58
AIRE,ACP3
ATL3,ACP3
MKRN1,PURA
CBLN4,PDIA4
AKAP8,NAGK
RPL31,RPS18
TERF1,TMSB4Y
HNRNPA2B1,YAE1
CCT5,B9D1
C12orf43,TERF1
HARS1,NEDD8
METTL17,KMT5C
PDGFRA,CHID1
PDGFRA,ENPP1
INF2,USP34
HDAC7,DENND1A
CBY1,MELK
CBY1,NADK
CBY1,DENND1A
GLRX3,NADK
GLRX3,AHNAK2
SAP18,GSPT1
GMIP,ARHGEF6
ZNRF4,SREBF2
ZNF653,CEP76
UQCRC1,THAP3
ECPAS,KDM2B
ECPAS,RP2
VAV3,FAM13B
NOTCH2NLC,CHIC2
SNX5,FAM90A1
GALNT2,ST14
PIP5K1C,INPPL1
GPC6,ST14
GPC6,LRP1
DMRT3,ATP6V0D1
ABI3,SNAP23
RHOBTB3,NUP210
NAPA,GOSR2
CHRNA4,GOSR2
CHRNA4,KLRG2
CHRNA4,FUT8
MALT1,UBE2G2
AMTN,PTPN1
SNX19,PTPN1
IFNB1,PTPN1
IFNA7,PTPN1
NMNAT2,FBXO7
HINT3,FBXO7
RNF11,SHROOM3
RNF11,VSX2
CTBP2,CARHSP1
NMU,IFNA5
DDX4,USP7
FOXN2,USP7
TRIM22,USP7
DHTKD1,CLPP
DHTKD1,MRPL11
COQ3,CLPP
SPRYD4,CLPP
MID2,SYNGAP1
MID2,CHD2
STRBP,SNRNP70
PSMA6,SLX1B
NDUFA4,CISD1
TMEM205,NDUFA4
TAMM41,NDUFA4
CCDC124,EMC2
NCCRP1,TEFM
ZNF526,FAM161A
FDFT1,PSTPIP1
NIPBL,USP37
EMB,H1-1
SLC31A2,H1-1
CPNE4,H1-1
H1-1,ZNF70
DAXX,HDAC1
GRAMD1B,ST7
TMX4,ST7
EMC10,ST7
ARL6IP6,GNB2
COQ7,PMPCB
SGTA,RNF170
OPRM1,SLC5A3
TUBB8,TMPRSS5
SCTR,TSHR
GHRH,TSHR
BAHD1,ZNF408
TLCD4,SLC22A4
ADCYAP1R1,TSHR
SLC22A4,LRRC8E
INSYN1,HOMER1
INSYN1,PKD2
NCAPH2,EMSY
EIF1B,TAGLN2
PPP1CA,INF2
SLC7A2,C3AR1
LRRC49,RMDN3
INSRR,RBBP5
LETMD1,C3AR1
CACNA1E,H2BC21
TMTC3,EMC1
CLCN3,H2BC21
SMAP2,SYNJ1
HARS2,OTC
PGR,PRMT6
OTC,TRMT10C
MED13L,ADIPOQ
MESD,H1-10
MESD,TCTN1
CSPG4,TCTN1
XPOT,HDLBP
CDKN2D,MRPL30
ARHGDIB,MYO9A
IDH3A,NDUFC2
FGD2,MYO9A
CENPB,TAC1
SSR2,BTAF1
PIK3C2A,CAPN2
MYO9A,CAPN2
MYO9A,PLEKHG5
DCP2,CAPN2
ENTR1,SIRT2
TMEM72,WFS1
SUMF2,WFS1
CCT4,TSSK6
CCT4,MKKS
MAP3K7,BBS10
ZNF687,YEATS4
ZNF451,TOP2A
PRICKLE1,PSMD9
NRM,SUN2
YEATS4,MICALL1
PSMD9,ADAMTS1
SUN2,CD1A
SUN2,PDE3A
EIF6,ZNF622
STRN3,PBK
MTX3,CHCHD3
CTAG1A,SGTB
ATXN7L1,PPP2R2D
ATP6V1H,ATP6V0A1
ARFIP2,DUSP22
FGF13,ZKSCAN8
FGF13,KNOP1
DIDO1,UHRF2
TGS1,SEPTIN7
BIK,ELOVL4
RBM25,NKAP
DUSP22,USP5
LLGL2,NKAP
RNF149,SNX3
LHFPL5,ELOVL4
LHFPL5,SAR1A
FSD2,ARFIP2
ZNF460,ZBTB10
SLC25A19,VIPR1
DHRS7B,VIPR1
FITM2,VIPR2
SFXN2,VIPR1
VIPR2,HSDL1
VIPR1,TMEM209
MSI2,MRPL4
PLCD3,VANGL1
MRPL16,MRPS18A
SP110,KIF22
BRICD5,CD151
CSTF3,DAPK3
PIBF1,MAP3K2
ACOX1,TBL1XR1
MGRN1,UBE2D4
HIF1A,RBM38
ITSN1,ADAM12
DCAF7,CDK17
MYC,TOP1
MYC,DDX24
PRKN,UCHL1
ZP2,NCOA1
COL20A1,REL
TXNL4B,REL
SLC41A3,REL
FBL,PIN4
PTOV1,SPTAN1
NUS1,TCTN3
AGK,SLC2A1
RIPPLY3,TF
UBE2T,MARCHF5
BCL2L13,MARCHF5
ABCB7,MCU
TMEM184A,NTSR1
ACOT2,MCU
TSPAN3,CLGN
PARD6A,ELP3
NTSR1,B4GALT3
TEPSIN,TCL1A
PTPRN,PTPRS
CDK16,PPM1H
MBP,MAPK11
RMC1,SLC1A5
SRPK3,NIP7
ACSL3,UCHL3
ACSL3,RMC1
TACC3,CUX1
ECI2,SNX9
ACTR2,ACTB
HADH,NDUFB3
ABCF1,PINX1
REEP4,PTPN5
PINX1,BTF3
HTR7,MYLK2
HTR7,MC4R
SND1,IDH2
HDGF,H4C6
CHEK2,MXI1
HDAC6,SLX1A
DDX17,HDAC3
B9D1,CCT6A
LAP3,TSG101
IMMP2L,ADCK2
PRPF31,LHX8
CKMT1B,IMMP2L
FH,SDHA
TRIM43,VWA8
CEBPE,COPS3
VWA8,ACSM5
LAMP2,SPSB1
GPR45,TTC37
GPR45,ABHD17B
GPR45,EVI5L
ME2,RAB11A
EVI5L,RAB11A
BTBD9,LAMP2
ABCB8,GPR45
ECE1,SDF2L1
SH2B2,USP2
SDF2L1,HS6ST2
SDF2L1,WNT7A
SDF2L1,MANBA
CHEK1,KITLG
ZNF397,FGFBP1
CPT2,NCOA6
MYO18A,LRRFIP2
CRY2,DET1
TOR3A,PCGF1
PAIP2,HELZ
HCFC2,HELZ
CPSF4,JMJD6
RBM34,URB2
RBM45,FNDC3A
SPRY2,MLLT6
SPRY2,LCE1F
PPP3CB,AHNAK
TOP3B,H2BC11
GPR152,CDS2
HNRNPUL2,FOXS1
HTRA4,SEPTIN6
CERK,KRTAP1-1
TMEM201,GPR152
MICA,TNFRSF10B
GNE,KRTAP1-1
FSCN1,CFLAR
ZNF467,MRPL32
AKAP13,CCNT2
AKAP13,SYDE2
PARP2,KDELR2
MFHAS1,COPB2
TGM3,PTDSS1
POLR3D,TSC22D4
STX3,ZFYVE9
STX3,DNAJC5
RNF126,KLHL42
MRM3,KLHL42
TPX2,RRP1
TPX2,ARGLU1
ZBTB2,CDK2AP1
SKA2,HDAC8
PKN2,ZBTB2
PECAM1,PAK5
TACSTD2,TBC1D15
DNM1,TYROBP
DNM1,TBC1D15
DLC1,FGD1
PLA2G4B,SMARCD1
SNRPD1,CCDC97
H2BC3,USP48
PTGER4,SPP1
MYOD1,CBFB
ADCYAP1,APBB2
B3GNT3,CSGALNACT2
RPL10,SRP72
CNNM4,HLA-DRA
SLC39A6,HLA-DRA
HLA-DRA,CELSR1
RACGAP1,STON2
POT1,DDX3Y
F2RL1,C1orf112
F2RL1,SLC39A6
SNAPIN,SPTB
COPG1,TMED9
PRDX3,PLS1
CENPF,POLH
TMED9,PTPN2
PELO,LMO4
ZCCHC17,ZNF512
CCDC59,LRP2
DDX52,UTP23
ANP32B,PTPN12
LCE3B,TGFB1
GNAT2,PLCB2
SERPINB5,OR2A4
SERPINB5,TKT
HSF2,OBSCN
FBN1,MMP2
COL4A5,MMP2
RBM7,DHX8
RBM7,EXOSC6
TKT,TBC1D4
DHX8,CHCHD10
EMILIN1,TBC1D4
EMILIN1,FBN1
MAB21L2,AIMP1
CDH5,MYO1D
BRPF1,CEP63
NOB1,MAP3K14
MLH1,ZMAT5
COPS2,TRIP11
MECOM,TNNI2
MECOM,MYH2
KIF2C,SEMG2
KIF2C,UTP11
APCS,APOA1
SUGT1,IFT122
PNMA2,MTCL1
BMP10,COQ9
BMP10,FFAR2
RDH13,COQ9
LAMTOR3,RAB9A
SLC4A2,TBXA2R
SNX33,SDC2
RAB9A,SCAMP1
PARL,SCO2
PARL,CHCHD6
PARL,COA7
SRGAP2,MAP3K21
HIP1,FAM167A
CUL9,TASOR2
WBP2,HOMER3
EXTL3,NDUFB8
ARAP1,RHOG
ZBTB21,PARN
EDN2,PTGFR
ZNF444,AIM2
MRPL51,MRPL17
MYO9B,ARHGEF17
H2BC1,HLTF
H2BC1,ING3
SRSF12,ZBTB21
ALDOC,HECW2
SPINDOC,HECW2
TRIM38,UBE2E1
TANK,KRT80
OBI1,CNOT8
FTSJ1,PEBP1
USP19,BIRC3
GPN3,SUPT6H
IFIT3,STAT2
HAL,RNF111
CACNG4,CDC45
CACNG4,PKP2
FAM98A,RBMS1
H2BU1,MACROH2A2
C1orf216,KRT75
ILVBL,CYFIP2
CDC45,MCM8
SUPT6H,MCPH1
RBMS1,FAM136A
BBS1,GLIS2
MCM10,MCM8
KRT1,PTMA
AATF,NGF
UBXN7,KLHL13
FOXK1,KDM6A
TXNL4A,CBR1
SRSF10,LUZP4
MTX2,PDCL
ADAR,IRF9
LYPLA2,CCR1
ASGR2,STX8
RBM14-RBM4,GSPT2
BCL2L11,ERN1
MTG2,GTPBP6
KCNE3,GRK6
GTPBP6,MRRF
TMED5,TSC1
POMGNT2,EIF4E2
LPIN3,EIF4E2
CSNK1G2,SORT1
CRYBB3,CASP6
SPG21,SEPTIN5
CHRM3,FARP2
CHRM3,USP46
CHRM3,CAND2
YIPF5,MGARP
ZC3H3,IKZF5
AP2A2,KCTD15
AP2A2,FCHO1
GPR65,CCKAR
GIP,IAPP
HSPB8,ARAP3
HSPB8,TONSL
PTGER1,GPR65
XCR1,GPR65
CRH,GIP
CYSLTR1,GPR65
OCIAD1,RIC8B
RBM11,SLIRP
GK,PTH2R
BRAT1,PTH2R
ZNF837,ZRANB1
RAB35,OPALIN
H3-3A,KMT2C
GPR89A,SEC62
CHD5,WDR77
WDR77,LSM10
AR,WIPI1
CACUL1,AR
ENSA,PPP2CB
EIF4B,RPS9
CRLF1,LY86
POMGNT1,LY86
LIG1,POLR2I
IFIT1,SNRPC
SS18L1,SNRPC
CLASRP,FOXK2
BPNT1,CDC6
RBM10,PLAA
SNRPC,RAMAC
NPTN,BZW2
RSF1,BRD3
ARL6IP4,AP1M1
ARL6IP4,BRD3
ATOH1,SERPINH1
ZC3H4,BRD3
RSBN1L,BRD3
ZNF689,RRP8
ARF6,RTCA
RRP8,RBMX2
AFG3L2,DUSP7
HMG20A,TRAPPC5
MRGBP,PLSCR4
CLEC12B,HYAL2
GLS,YBEY
RIPK3,RLIM
SLC22A2,VAMP2
MAP3K20,XRCC1
GET3,VAMP2
DNM3,MRPS18C
QPRT,GATAD2B
ATP13A2,VAMP2
FBN2,VTN
RFFL,TUBB2B
FARSB,KCTD10
GSTM3,TRIP12
ARHGAP4,ARHGAP25
ARHGAP4,STARD13
ELK1,SH3BGRL
KASH5,ANKRD46
SLC25A31,PTBP3
MAZ,PTBP3
ACOT8,PDHA1
ZDHHC1,MDFI
SPON1,MDFI
MDFI,PID1
HSP90AB1,PINK1
NOP14,RBM19
KLF5,BAP1
PTGDR,RXFP1
ALOX12B,FTH1
FMC1,FTH1
ADM,RXFP1
ACKR2,CERS2
SLC9A3R2,KIF3B
HLA-DQB1,KIF3B
EIF3I,METTL18
PLIN1,MED17
MLH3,CD247
HLA-B,HLA-C
VDAC2,FOXRED2
MRPL1,COQ5
RMND1,COQ5
PLCB4,NLGN3
P2RY11,GLP2R
HTR2A,MPDZ
GAST,HECTD3
CBY2,PRPF18
NLGN3,TYK2
RDH11,C15orf48
SERPINA12,GLYR1
SLC3A2,CUL7
TRAF3,RIPK1
FN1,GDI2
NEU2,SF3A2
TRIM23,HAPLN2
TRIM23,NXT2
HSP90AB1,GTF2IRD2
HSP90AB1,CAMK1G
HSP90AB1,MAP3K9
GRK4,HSP90AB1
ZNF843,HSP90AB1
MKX,HSP90AB1
TSSK2,HSP90AB1
TDRD9,HSP90AB1
NFKBIA,SPRR3
NFKBIA,MEAK7
EZH2,GTF3C1
ZNF44,TUBA1A
LGALS2,TUBA1A
ENDOV,TUBA1A
WFDC11,TUBA1A
SYNCRIP,PPIL3
H4C15,TMPO
CCHCR1,BFSP1
GRIA4,CAD
PRAF2,VAC14
DDX58,NLRX1
CELF1,R3HDM1
YAF2,TLK1
ACSL1,AQP3
CTSL,HLA-DRB1
ARHGDIA,OPHN1
GPC1,ROBO1
GPC1,ATP6AP1
GNA15,WDCP
GDI1,ARHGAP18
DBT,MRPS36
POGLUT1,CCL3
IFNGR2,SEC22B
ACOT9,HOOK3
C19orf25,SEC22B
SNAP47,SEC22B
NUTF2,NME1
RUSF1,SLC10A1
ORC4,DLK1
CCDC137,ZNF22
CCDC137,TSPYL2
SMC4,CDC14A
TSPYL2,ZBTB24
NSD3,RB1CC1
FKBP7,RUSF1
ARFGEF1,PTP4A3
MME,FAM234A
B3GAT3,SDC4
NNT,MME
CSNK2A1,BCLAF1
ANKRD23,KDM1A
SOX2,ZFHX4
LCA5L,PCM1
CTNNB1,PTPRC
EGFR,PHLDA1
PCDHA4,SETDB1
LRRC49,AURKAIP1
ACSF3,TRMT61B
DPF2,TALDO1
GSK3A,TALDO1
CREB1,EDF1
ADORA2B,TPD52L2
IFT74,FBF1
CEP126,MRPS6
RCC1,TAL1
SEC23A,SAR1B
RXRA,TMPRSS3
YWHAE,NOLC1
RC3H1,FUBP3
RNF123,TICRR
LRRC7,RNF123
PNPLA1,RNF123
DEFB121,RNF123
RCAN3,RNF123
AMOTL2,TRAPPC9
AMOTL2,TRAPPC10
FGFR4,TM2D3
PHLDB3,NUF2
ARL8B,SSTR1
KCNA5,ERBIN
RPAP1,ERBIN
ABCA1,ERBIN
CST9L,FGFR4
SNX18,MEX3B
CHRAC1,XRCC5
SPO11,H3-4
H3-4,REPS2
NCK1,SLC23A1
NCK1,SEMA7A
NAXE,ECT2
ECT2,ACCS
RNF19A,UBE2D2
VCP,CD3D
ALYREF,PRMT1
GPR68,QRFPR
GPR132,QRFPR
GPR132,NPFFR1
GPR4,QRFPR
GPR4,NPFFR1
RCHY1,NLK
MAU2,TOP2B
NPFFR1,GPR68
BORCS6,PPM1B
IMPDH1,PIP5K1A
IMPDH1,DNAJC11
HK1,COX14
UQCR10,NDUFB10
ZNF688,PCBD1
NPFFR2,GPR68
NPFFR2,GPR132
NPFFR2,GPR4
HDX,UBE2M
PSMA3,PSMD6
GEMIN8,LSM2
EHMT2,H4C12
CAPN7,RNF31
PACRG,RNF31
RNF31,TIGAR
HOMEZ,TARS2
ATP6V1A,PLBD1
ZNF263,AHCYL2
AHCYL2,CDC14B
SLC30A9,BTNL9
SCNN1B,STX1A
BRD2,SLIT2
BRD2,BRD9
UPF2,RRP7A
IPO7,RPS6
ADAMTSL4,ADAM12
TNS2,KRT76
CRYAB,CAPN3
ALG3,CMTM5
MMADHC,MRPS26
MCF2L2,MRPS26
RPRD1A,CLOCK
PLP1,UPK2
IRAK2,COQ8A
CARD10,IL16
L3MBTL1,MLF2
IBTK,TTK
USP19,UNC45A
POLD3,KLRD1
SEC23B,GARRE1
RHOJ,ARHGAP22
PRKDC,MAPK9
AKIRIN2,PSMA2
MYH3,ACTA1
PEX19,NMT2
PEX19,MBTPS1
DACH1,PRKAR1B
PRKAR1B,RABGGTB
FAM133A,TJP1
CLEC14A,G3BP2
CLEC14A,TJP1
FRMD6,GMCL1
RAB5C,GOSR1
UBE2E3,ZNRF4
MAPK7,PRPSAP1
NUDCD3,KBTBD6
LAS1L,SCARB2
SERPINB2,PIGT
TMEM131,IL5RA
ABCA2,P2RY8
GPAT4,SLC1A1
GPAT4,P2RY8
CCT2,PPM1J
CCT2,SNX12
IRF2BP2,PIAS4
TSPAN17,UBE2V1
TMEM186,ECSIT
SNRPA1,GCFC2
ARIH1,EPN3
ERBB4,SH2D2A
SUPT16H,GOLGA7
MCC,BAAT
MCC,CDKL3
MCC,PAFAH1B2
FAM214B,BAG4
RAP2A,P2RY14
EAPP,TPM1
FBXL5,COPS7A
PAN3,YTHDF2
C18orf25,TAX1BP1
CST4,SRRT
NEBL,TPM1
PRKD2,ST8SIA4
EPHA2,VPS4B
EPHA2,ITGA3
SPAG9,ZBED1
CAMK2G,AKAP5
PIP4K2A,CHD9
ORC5,TNFRSF10C
RBM42,CAMK2G
PRDM14,ZNF587
PC,CBWD1
DNTT,PCNA
PCNA,DCLRE1A
PCNA,RGS5
SMAD1,TGIF1
SMAD1,KDM3B
APBB1,FBH1
ALB,CIR1
ALB,APOA4
AP2A1,SHBG
ADCY7,GNG13
ADCY5,GNG13
KDM4B,MED10
SLC17A2,AMFR
TMOD3,RNF138
GPM6A,NCAM1
GJA8,TUBA3C
GJA8,HMOX1
MISP,ERLEC1
PCSK5,SLAMF1
HMGCR,AUP1
SIGLECL1,APOD
ERLEC1,CLEC2B
NTSR2,GRP
NTSR2,UTS2R
NTSR2,UTS2B
SUN1,CLEC2B
SUN1,KLK15
GPRC6A,GRP
GPRC6A,UTS2R
GPRC6A,UTS2B
NF2,RIT1
ARRB1,BLOC1S4
SFN,PPFIBP2
SFN,TPD52L1
SFN,LAD1
SH3D19,ARRB1
DHX33,PRPF4
KDM1B,PAXIP1
OGA,PAXIP1
PAXIP1,AASDHPPT
PAXIP1,MAST1
ARSG,TUBA4A
AVIL,TUBA4A
CELA3A,TUBA4A
ILF3,TNK1
ERBB3,MTMR8
ERBB3,PIN4
TIMMDC1,PPP3CC
NUP50,H2BC13
NUP50,ARID2
TPP2,VDR
MAP4K1,LAT
KIFBP,GSTK1
NFYC,PRR20C
LSM14A,MARF1
PHF8,PKP1
MRPL21,DARS2
B3GNT2,GALNT12
RPL10,RPL11
B3GALNT2,FBXO6
PRSS21,FBXO6
FBXO6,BTD
FBXO6,NOMO2
FFAR1,SLC25A40
FFAR1,TMEM165
FFAR1,ZDHHC13
IMPA2,LGALS3
APOBEC1,SRSF2
PLD3,TCTN2
FLT4,LGALS3
CYP24A1,BSG
GPR151,LGALS3
TCTN2,MLEC
SRSF2,CAMK1
LGALS3,ABCC1
DBN1,CORO2A
HNRNPU,CD5
LGALSL,BCAR1
AAMDC,BCAR1
FBXL7,BCAR1
IWS1,H2BC8
FBLIM1,H3C6
MYBPC1,ACTN2
KIFC1,H2BC8
ACTN2,NR1I2
RAMP3,NFXL1
TTC9C,POLE
MAPKAP1,PHLDB2
GTF2H3,POLR1B
ETV1,MAPK3
ZNF573,VIRMA
ADAMTS5,VIRMA
VIRMA,TRMT10A
VIRMA,ZC3H12C
VIRMA,FUT10
VIRMA,ZBTB37
VIRMA,TMTC1
VIRMA,PANK3
VIRMA,ZNF236
VIRMA,TEF
VIRMA,ZFAT
VIRMA,GPR158
VIRMA,GABRQ
VIRMA,ZNF805
VIRMA,ZNF808
VIRMA,ZC3H6
VIRMA,ATP9B
VIRMA,FAM78A
TPRN,PDLIM7
CCDC185,PDLIM7
PRDM5,FTSJ3
FTSJ3,AGGF1
FTSJ3,PALS2
LRP3,MTNR1A
EML4,ILK
PALD1,SPDL1
POLR2B,INTS10
ILF2,KMT2E
VHL,CCDC82
VWCE,RPUSD4
TAF9,C4A
TMEM30A,ACVR1B
ITGB5,SNTA1
ITGB5,MYH11
DCC,ITGB5
TAF6L,PCDHB3
SMARCA2,OSMR
ENSA,PPP2R2A
INPP5B,RHOT1
INPP5B,JAK3
IL2RA,ATP12A
IL2RA,JAK3
E4F1,STAU2
LIN28B,CMSS1
LIN28B,PURB
SCLT1,NIPSNAP2
SCLT1,CTSB
ATG7,RHOBTB3
KNL1,CDC20
JMJD7,PRNP
PRNP,MAGI2
DYRK1A,PDXK
CCR6,DAD1
ARMC8,JPH4
INSL5,NAGLU
AGPAT1,CLEC4E
AGPAT1,SDR9C7
TFG,C19orf54
CFAP20,PNN
NUTM1,SCNM1
MRPS30,GATB
TTC17,PTPRO
ACOX1,PPARA
GP1BB,CLEC2D
LEPROTL1,CLEC2D
WDR62,KIF2B
ZNF777,H1-7
GHRH,PTH1R
NGDN,H1-7
FNTB,SMG9
C6orf141,SPC24
ADCYAP1R1,PTH1R
KIF2B,HOMER1
PTH1R,SCTR
KDR,STYX
DUSP14,FNTB
BLOC1S6,TXNDC5
APOBEC3D,SHFL
CDK15,EPPK1
UBE2J1,STIM1
LAMA5,SLURP1
KRT33B,EPPK1
HCRTR1,NTS
FBXO28,BLOC1S6
NKTR,ZCCHC10
HOXD13,RAE1
SEPTIN14,NTAQ1
NTAQ1,CCNB1IP1
MTUS2,ZNF580
CBX6,GPR173
CBX6,BRWD1
CBX6,HOXC9
CBX6,ELP4
DSCC1,UBXN6
PRR14L,UBXN6
ZSWIM8,UBXN6
KIF18B,UBXN6
ITGA2B,TLN1
TYMP,PDE4DIP
DNA2,ERCC2
TOMM34,MRPL38
PREB,LDLRAD1
RINT1,FAM124B
SCN3B,URB2
NEDD4,CAMK4
WHRN,BMI1
PSORS1C2,UBQLN2
RNPS1,SF3A3
ARHGEF19,POLR2D
ZDHHC12,GOLGA5
SLC18A1,NR2F2
CHCHD4,SDHB
ATAD1,VAPA
RAB3GAP2,VAPA
TMEM229B,VAPA
VAPA,PIEZO1
PIK3R5,GP6
LTK,RAF1
GFER,PLEKHF2
SEC24A,SREBF1
RPS6KA3,GTPBP1
TMX2,C2CD2L
GPX8,SCD
HLA-A,SHOC2
ZNRD2,FRMD5
ZNRD2,DIP2A
APPBP2,CSNK1G2
RARS2,ANKRD55
HAX1,POLR1H
HAX1,STX1B
DNAJA3,NLRP12
FAM174A,DYM
DKK3,MRPS12
ATF7,NFATC2
RANBP6,RPS6KA2
TSPAN2,KLF11
CSK,SCARB1
CLTA,VAMP7
VAMP5,SCARB1
VAMP5,VAMP7
SLC25A1,GMPS
ZNF574,IMP4
ZNF574,LHX4
COMTD1,THADA
TRAIP,RFC1
KIF5B,CDC5L
PTPRK,BMP7
NFATC1,ZMYM3
PGAM5,ASB3
SPANXN2,ZNF655
H2AP,PTPRK
BCL2L13,SLC25A4
COL3A1,KLHL12
FAM13A,RAC2
PICALM,RAB11B
SLC7A1,HS2ST1
MFAP4,EDEM3
MFAP4,THBS1
TWNK,XPA
YLPM1,HDAC11
YLPM1,MALL
USP25,HDAC11
USP25,TRAF5
RAB11FIP2,KCTD3
CSPG4,MFAP4
ATP2A3,POMGNT1
GIMAP5,CREB3L1
GFPT1,SIRT6
IDH3A,NDUFB9
HUS1,CD79B
HELLS,CD79B
GLUL,UFD1
FGD2,ARHGAP1
LEO1,TCEA1
ARHGAP1,PLEKHG5
ARHGAP1,ARHGDIB
IPO8,ARHGAP23
YPEL5,EPB41L5
KIR2DL3,B2M
TRIM54,MRTFA
PRMT5,PHYHIP
SLC41A3,MAPK6
TRAT1,PLCG1
MGAT1,MAPK6
PLCG1,TNK1
PLCG1,ZP2
PDCD7,SNRPD3
NPC1,NR1I3
NPC1,SLC35F6
OR10H1,NPC1
PANX1,ATP5F1C
NOTCH1,WNT2
TGOLN2,VIPAS39
TGOLN2,UNC5B
BOD1L1,VAV2
FMOD,POM121
CCDC12,MAGEA9
IPO7,UXS1
LMNB2,MYLK2
PIGH,ATP13A1
PCMT1,ARHGAP24
UBXN1,TCAF1
DNAJC8,PPP3R1
VTI1B,ECD
MYLK2,DDX18
ZC3H14,ZC3H11A
USE1,JAGN1
FDFT1,ADGRE5
FDFT1,JAGN1
ASCC3,TRIM52
KIF1C,ZC3H11A
USP47,MTMR14
USP47,RPRD1B
PAICS,MTMR14
USP14,GRHPR
RNASEL,IQGAP1
ZBTB20,IQGAP1
JUND,BRCA1
SMAD4,ZMIZ1
TWF1,MYO19
PEG10,BMPR1A
SFTPC,ADAM21
SFTPC,UGT8
EEF1AKMT3,USP48
EEF1AKMT3,LSS
TTPA,MRM1
MRPL41,MRPL32
PTGIR,CALCB
MCUB,NDUFAF2
LMO1,ZNF76
LETM1,ZNF76
GRIP1,DEPDC1B
AGAP1,DEPDC1B
AGAP1,AFDN
MPHOSPH6,DIS3
LGALS7B,USP1
ATP5F1E,ATP5MF
MIF,FBXO11
TOR1AIP1,USP1
TOR1AIP1,PPM1A
EIF4G2,ZBTB7A
GPBAR1,SGPL1
GPBAR1,HTR6
CHRNB2,CISD2
TOE1,CCDC22
MAP2K7,CD14
ERCC6L,TAOK1
IRF7,CD14
FARS2,FGF13
HRAS,SIGLEC6
HRAS,SYT7
HRAS,SAMSN1
EXOSC1,DDX60
GIGYF2,DCLK1
GIGYF2,DENND4C
TNKS2,BLZF1
ZCCHC17,SAP30
NFRKB,CCDC102B
KDM6B,KIF5B
EFHC1,PAX6
SUB1,GTF3C1
ARFGEF2,MRPL23
ARFGEF2,VSIG4
CCDC102B,SPATA2
GTF3C1,POLR3B
DLAT,PDPR
SLC31A1,USP30
SLC31A1,WNT5A
RCN3,AURKB
ANKZF1,AURKB
PEX13,TRAF1
SPO11,SMC3
TTC23L,UBQLN1
WDR89,CCT3
RAI2,UBQLN1
JMJD7,CCT3
UBQLN1,SLPI
UBQLN1,OR4N2
LRPPRC,LYPLAL1
YWHAQ,NIF3L1
KIF20A,PHGDH
PIK3CA,ARHGEF1
COPS5,DCD
DCPS,WDR55
KRT19,VCAM1
VCAM1,NAPA
BDP1,POLR1C
FH,POLR1C
PRIMPOL,RPA2
ATP9A,CHCHD2
CHCHD2,NARS2
CHCHD2,SS18L2
DLG4,PCDH10
PPIE,YJU2
DNM3,SH3GL3
PTRH2,CDCA3
CHRM5,SMAD6
CETN2,CEP41
FBLN5,POLR1E
FBLN5,FBN2
MLF1,RABGAP1L
STOML2,NEFM
GTF2H2,DNMT3L
DVL1,VANGL2
LRRC25,GUF1
MALSU1,GUF1
MALSU1,PHF19
KMT2C,TSC22D1
NEFM,MAP7
PHF19,RCN2
ADD1,C1orf109
ATP6V0C,SPACA1
EPHA1,RRP1
USP20,USP28
GRIN2A,LRP6
NPRL2,PLEKHG4
ISLR,ERMP1
PTPRR,SNX6
LARS2,ISLR
CFTR,AHCY
RPS16,RPS24
AFAP1,CAPZA2
DUSP8,CAPZA2
CRAT,CAPZA2
IL5,JAK1
GNAQ,LUM
ADCY4,GNG13
ADCY2,GNG13
SMUG1,TRIP13
DCUN1D1,LZTS2
TDG,NKX2-1
LGALS7,USP4
RASSF8,ANKRD28
KPNA3,GTF2IRD1
NCSTN,PTPRG
ANKRD28,TNFSF14
ANKRD28,MCAT
DAPK1,PRKAG2
VPS37C,SH3RF1
ITGAV,ADAM9
CHMP5,VPS37C
UTP4,CD6
PIP4K2B,CD6
PAG1,ZAP70
AP3M1,RAP1B
NTNG1,RAP1B
PLCG2,PLXNB1
GOLT1B,IST1
POGLUT1,GGH
PI4K2B,MTMR4
ZNF770,GGH
GNL3L,S100A6
PLXNB1,GGH
NRF1,TBL1X
IGF2,POTEF
RABL3,GOLT1B
TOR1A,GGH
BASP1,MTMR4
PLEKHA7,TBC1D2
PLEKHA7,OAS1
FHL3,ARHGEF10
DRD2,PIGG
CCDC25,CHMP4C
